Status,Internal ID,Language,Created At,Updated At,IP Address,Location,Username,GET Variables,Referrer,Number of Saves,Weighted Score,Completion Time,Invite Code,Invite Email,Invite Name,Collector,[Gender] Please select your gender:,[Age] Please select your age:,[OwnCar] Do you own a car?,[Education] What is your level of education?,[Occupation] What is your occupation status?,[usage.0] Please select choose which statement applies to each of the following supermarkets: | Pick 'n Pay,[usage.1] Please select choose which statement applies to each of the following supermarkets: | Woolworths,[usage.2] Please select choose which statement applies to each of the following supermarkets: | Spar,[usage.3] Please select choose which statement applies to each of the following supermarkets: | Checkers,[usage.4] Please select choose which statement applies to each of the following supermarkets: | Friendly 7,[usage.5] Please select choose which statement applies to each of the following supermarkets: | Fruit 'n Veg,[usage.6] Please select choose which statement applies to each of the following supermarkets: | Shoprite,[usage.7] Please select choose which statement applies to each of the following supermarkets: | Other,[Attr.0] Tick all that apply | Is clean [Pick 'n Pay],[Attr.0] Tick all that apply | Is clean [Woolworths],[Attr.0] Tick all that apply | Is clean [Spar],[Attr.0] Tick all that apply | Is clean [Checkers],[Attr.0] Tick all that apply | Is clean [Friendly 7],[Attr.0] Tick all that apply | Is clean [Fruit 'n Veg],[Attr.0] Tick all that apply | Is clean [Shoprite],[Attr.0] Tick all that apply | Is clean [Other],[Attr.1] Tick all that apply | Has the items that I want [Pick 'n Pay],[Attr.1] Tick all that apply | Has the items that I want [Woolworths],[Attr.1] Tick all that apply | Has the items that I want [Spar],[Attr.1] Tick all that apply | Has the items that I want [Checkers],[Attr.1] Tick all that apply | Has the items that I want [Friendly 7],[Attr.1] Tick all that apply | Has the items that I want [Fruit 'n Veg],[Attr.1] Tick all that apply | Has the items that I want [Shoprite],[Attr.1] Tick all that apply | Has the items that I want [Other],[Attr.2] Tick all that apply | Is nearby [Pick 'n Pay],[Attr.2] Tick all that apply | Is nearby [Woolworths],[Attr.2] Tick all that apply | Is nearby [Spar],[Attr.2] Tick all that apply | Is nearby [Checkers],[Attr.2] Tick all that apply | Is nearby [Friendly 7],[Attr.2] Tick all that apply | Is nearby [Fruit 'n Veg],[Attr.2] Tick all that apply | Is nearby [Shoprite],[Attr.2] Tick all that apply | Is nearby [Other],[Attr.3] Tick all that apply | Has convenient opening hours [Pick 'n Pay],[Attr.3] Tick all that apply | Has convenient opening hours [Woolworths],[Attr.3] Tick all that apply | Has convenient opening hours [Spar],[Attr.3] Tick all that apply | Has convenient opening hours [Checkers],[Attr.3] Tick all that apply | Has convenient opening hours [Friendly 7],[Attr.3] Tick all that apply | Has convenient opening hours [Fruit 'n Veg],[Attr.3] Tick all that apply | Has convenient opening hours [Shoprite],[Attr.3] Tick all that apply | Has convenient opening hours [Other],[Attr.4] Tick all that apply | Helpful staff [Pick 'n Pay],[Attr.4] Tick all that apply | Helpful staff [Woolworths],[Attr.4] Tick all that apply | Helpful staff [Spar],[Attr.4] Tick all that apply | Helpful staff [Checkers],[Attr.4] Tick all that apply | Helpful staff [Friendly 7],[Attr.4] Tick all that apply | Helpful staff [Fruit 'n Veg],[Attr.4] Tick all that apply | Helpful staff [Shoprite],[Attr.4] Tick all that apply | Helpful staff [Other],[Attr.5] Tick all that apply | Good selection of novelty items [Pick 'n Pay],[Attr.5] Tick all that apply | Good selection of novelty items [Woolworths],[Attr.5] Tick all that apply | Good selection of novelty items [Spar],[Attr.5] Tick all that apply | Good selection of novelty items [Checkers],[Attr.5] Tick all that apply | Good selection of novelty items [Friendly 7],[Attr.5] Tick all that apply | Good selection of novelty items [Fruit 'n Veg],[Attr.5] Tick all that apply | Good selection of novelty items [Shoprite],[Attr.5] Tick all that apply | Good selection of novelty items [Other],[Attr.6] Tick all that apply | Easy access to parking [Pick 'n Pay],[Attr.6] Tick all that apply | Easy access to parking [Woolworths],[Attr.6] Tick all that apply | Easy access to parking [Spar],[Attr.6] Tick all that apply | Easy access to parking [Checkers],[Attr.6] Tick all that apply | Easy access to parking [Friendly 7],[Attr.6] Tick all that apply | Easy access to parking [Fruit 'n Veg],[Attr.6] Tick all that apply | Easy access to parking [Shoprite],[Attr.6] Tick all that apply | Easy access to parking [Other],[Attr.7] Tick all that apply | Easy to find what you're looking for [Pick 'n Pay],[Attr.7] Tick all that apply | Easy to find what you're looking for [Woolworths],[Attr.7] Tick all that apply | Easy to find what you're looking for [Spar],[Attr.7] Tick all that apply | Easy to find what you're looking for [Checkers],[Attr.7] Tick all that apply | Easy to find what you're looking for [Friendly 7],[Attr.7] Tick all that apply | Easy to find what you're looking for [Fruit 'n Veg],[Attr.7] Tick all that apply | Easy to find what you're looking for [Shoprite],[Attr.7] Tick all that apply | Easy to find what you're looking for [Other],[Attr.8] Tick all that apply | Is a socially conscious supermarket [Pick 'n Pay],[Attr.8] Tick all that apply | Is a socially conscious supermarket [Woolworths],[Attr.8] Tick all that apply | Is a socially conscious supermarket [Spar],[Attr.8] Tick all that apply | Is a socially conscious supermarket [Checkers],[Attr.8] Tick all that apply | Is a socially conscious supermarket [Friendly 7],[Attr.8] Tick all that apply | Is a socially conscious supermarket [Fruit 'n Veg],[Attr.8] Tick all that apply | Is a socially conscious supermarket [Shoprite],[Attr.8] Tick all that apply | Is a socially conscious supermarket [Other],[Attr.9] Tick all that apply | Good value for money [Pick 'n Pay],[Attr.9] Tick all that apply | Good value for money [Woolworths],[Attr.9] Tick all that apply | Good value for money [Spar],[Attr.9] Tick all that apply | Good value for money [Checkers],[Attr.9] Tick all that apply | Good value for money [Friendly 7],[Attr.9] Tick all that apply | Good value for money [Fruit 'n Veg],[Attr.9] Tick all that apply | Good value for money [Shoprite],[Attr.9] Tick all that apply | Good value for money [Other],[Attr.10] Tick all that apply | Offers a good loyalty programme [Pick 'n Pay],[Attr.10] Tick all that apply | Offers a good loyalty programme [Woolworths],[Attr.10] Tick all that apply | Offers a good loyalty programme [Spar],[Attr.10] Tick all that apply | Offers a good loyalty programme [Checkers],[Attr.10] Tick all that apply | Offers a good loyalty programme [Friendly 7],[Attr.10] Tick all that apply | Offers a good loyalty programme [Fruit 'n Veg],[Attr.10] Tick all that apply | Offers a good loyalty programme [Shoprite],[Attr.10] Tick all that apply | Offers a good loyalty programme [Other],"[(loop:""Pick 'n Pay"") brand_rating:0] How would rate {{usage}} in general?","[(loop:""Woolworths"") brand_rating:1] How would rate {{usage}} in general?","[(loop:""Spar"") brand_rating:2] How would rate {{usage}} in general?","[(loop:""Checkers"") brand_rating:3] How would rate {{usage}} in general?","[(loop:""Friendly 7"") brand_rating:4] How would rate {{usage}} in general?","[(loop:""Fruit 'n Veg"") brand_rating:5] How would rate {{usage}} in general?","[(loop:""Shoprite"") brand_rating:6] How would rate {{usage}} in general?","[(loop:""Other"") brand_rating:7] How would rate {{usage}} in general?"
Complete,47427490,en,2014/03/28 10:08:52 PM,2014/03/28 10:22:17 PM,197.77.216.195,South Africa,,sample-provider=Cint&respondent=df4b5747-463e-43f7-b68e-a4d499467d49,http://www.cint.com/cpx3/CandidateRespondent/a5bfcf3e-1990-4a5a-a114-0e8b4d6b44bb/Invite,,74.0,00:07:59,,,,,Female,35-44,Yes,High school,Unemployed,I have recently shopped there,I have recently shopped there,I have recently shopped there,I have recently shopped there,I have considered shopping there,I have recently shopped there,I have recently shopped there,I haven't thought about shopping there,1,1,1,1,,1,1,,1,1,1,1,,1,1,,1,1,1,1,,1,,,1,,1,1,,,1,,1,,,1,,,,,1,1,1,1,,1,1,,1,1,1,1,,1,1,,1,1,1,1,,,1,,1,,1,1,,,1,,1,,1,1,,1,1,,1,1,1,1,,1,1,,8,8,7,7,5,7,7,
Complete,47428840,en,2014/03/28 10:25:09 PM,2014/03/28 10:27:01 PM,146.230.128.50,South Africa,,sample-provider=Cint&respondent=d6af7f6d-af8b-4d75-b9e8-44a1143feb35,http://fluidsurveys.com/s/za-supermarket/?sample-provider=Cint&respondent=d6af7f6d-af8b-4d75-b9e8-44a1143feb35,,104.0,00:01:51,,,,,Male,18-24,No,College,Student,I have considered shopping there,I have considered shopping there,I have considered shopping there,I have considered shopping there,I have considered shopping there,I have considered shopping there,I have considered shopping there,I have considered shopping there,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,10,10,10,10,10,10,10,10
Incomplete,47428929,en,2014/03/28 10:26:47 PM,2014/03/28 10:26:47 PM,93.186.31.98,United Kingdom,,sample-provider=Cint&respondent=a08ea674-7263-498e-9bd7-4ecce635eec9,http://fluidsurveys.com/s/za-supermarket/?sample-provider=Cint&respondent=a08ea674-7263-498e-9bd7-4ecce635eec9,,1.0,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,47429115,en,2014/03/28 10:29:44 PM,2014/03/28 10:35:00 PM,146.230.128.50,South Africa,,sample-provider=Cint&respondent=251bbf4e-57e0-4b03-b236-753949fd8d08,http://fluidsurveys.com/s/za-supermarket/?sample-provider=Cint&respondent=251bbf4e-57e0-4b03-b236-753949fd8d08,,77.0,00:02:13,,,,,Male,25-34,Yes,College,Part-time Employee,I have recently shopped there,I have recently shopped there,I have recently shopped there,I have recently shopped there,I haven't thought about shopping there,I have considered shopping there,I have recently shopped there,I haven't thought about shopping there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,9,9,,9,9,
Incomplete,47429170,en,2014/03/28 10:30:31 PM,2014/03/28 10:30:31 PM,41.48.223.224,South Africa,,sample-provider=Cint&respondent=a08ea674-7263-498e-9bd7-4ecce635eec9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,47429206,en,2014/03/28 10:30:55 PM,2014/03/28 10:32:19 PM,41.48.223.224,South Africa,,sample-provider=Cint&respondent=a08ea674-7263-498e-9bd7-4ecce635eec9,http://fluidsurveys.com/s/za-supermarket/?sample-provider=Cint&respondent=a08ea674-7263-498e-9bd7-4ecce635eec9,,4.0,00:01:23,,,,,Male,18-24,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,47429393,en,2014/03/28 10:33:43 PM,2014/03/28 10:37:28 PM,41.48.191.237,South Africa,,sample-provider=Cint&respondent=60ecd044-7ce4-43bd-8655-dae84cf2499d,http://fluidsurveys.com/s/za-supermarket/?sample-provider=Cint&respondent=60ecd044-7ce4-43bd-8655-dae84cf2499d,,53.0,00:03:38,,,,,Female,25-34,No,High school,Unemployed,I have recently shopped there,I have recently shopped there,I have considered shopping there,I haven't thought about shopping there,I haven't thought about shopping there,I haven't thought about shopping there,I haven't thought about shopping there,I haven't thought about shopping there,1,1,1,,,,,,1,,1,,,,,,1,,1,,,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,9,5,6,,,,,
Complete,47429440,en,2014/03/28 10:34:19 PM,2014/03/28 10:41:52 PM,105.229.14.128,South Africa,,sample-provider=Cint&respondent=170f3359-8a1b-4700-9c5e-483724520f6c,http://fluidsurveys.com/s/za-supermarket/?sample-provider=Cint&respondent=170f3359-8a1b-4700-9c5e-483724520f6c,,86.0,00:07:30,,,,,Female,25-34,Yes,College,Full-time Employee,I have recently shopped there,I have recently shopped there,I have recently shopped there,I have recently shopped there,I have recently shopped there,I have recently shopped there,I have recently shopped there,I have recently shopped there,,1,1,,,1,,,1,1,1,1,1,1,1,,1,1,,1,,,1,,1,,,1,,,1,,,1,1,,,1,,,1,1,1,1,1,1,1,,1,,,1,1,,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,,1,,,1,,1,1,,,,,,,8,10,10,8,7,10,6,8
Complete,47429490,en,2014/03/28 10:34:59 PM,2014/03/28 10:42:10 PM,41.13.8.66,South Africa,,sample-provider=Cint&respondent=45b97b3a-6b66-40c7-9b18-40a786fbdc50,http://fluidsurveys.com/s/za-supermarket/?sample-provider=Cint&respondent=45b97b3a-6b66-40c7-9b18-40a786fbdc50,,61.0,00:07:09,,,,,Female,25-34,Yes,High school,Full-time Employee,I have considered shopping there,I have recently shopped there,I haven't thought about shopping there,I have recently shopped there,I haven't thought about shopping there,I have recently shopped there,I have recently shopped there,I have recently shopped there,1,1,,1,,1,,,1,1,,1,,,,,1,1,,,,,1,,1,,,1,,,1,,1,1,,,,,,,1,,,1,,,,,,,,,,1,1,,1,,,1,,,,,1,,,,,,,,1,1,,1,,1,1,,1,,,1,,,1,,7,8,,7,,6,5,5
Complete,47429611,en,2014/03/28 10:36:57 PM,2014/03/28 10:59:35 PM,93.186.16.213,South Africa,,sample-provider=Cint&respondent=349f476e-8851-4f87-87e4-fc356a85a90a,http://fluidsurveys.com/s/za-supermarket/?sample-provider=Cint&respondent=349f476e-8851-4f87-87e4-fc356a85a90a,,68.0,00:17:40,,,,,Female,25-34,Yes,High school,Full-time Employee,I have recently shopped there,I have considered shopping there,I have recently shopped there,I have recently shopped there,I haven't thought about shopping there,I have recently shopped there,I have recently shopped there,I have considered shopping there,1,1,1,1,,1,1,,,,1,1,,,1,,,,1,,,1,1,,,,1,1,,,,,1,1,1,1,,1,1,,1,,1,1,,,1,,1,1,,1,,1,,,1,1,1,1,,1,1,,,,1,,,1,,,,,,1,,1,1,,1,1,,,,,,,6,9,7,6,,7,7,4
Incomplete,47429615,en,2014/03/28 10:37:00 PM,2014/03/28 10:37:00 PM,93.186.16.237,South Africa,,sample-provider=Cint&respondent=3648e2ac-5a5b-40da-9169-d96ca3afc4a4,http://fluidsurveys.com/s/za-supermarket/?sample-provider=Cint&respondent=3648e2ac-5a5b-40da-9169-d96ca3afc4a4,,1.0,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
